person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,person_cred_hist_length,loan_status,income_to_age_ratio,loan_amt_to_income_ratio,emp_length_to_age_ratio
RENT,DEBTCONSOLIDATION,11.36,0.25,12,0,540.6486486486486,0.2499500099980004,0.0
OWN,VENTURE,9.63,0.2,13,0,1500.0,0.2,0.125
RENT,DEBTCONSOLIDATION,15.99,0.24,16,1,446.8085106382979,0.23809523809523808,0.19148936170212766
RENT,PERSONAL,15.21,0.24,11,0,567.5675675675676,0.23809523809523808,0.5135135135135135
MORTGAGE,MEDICAL,14.93,0.19,11,1,1500.0,0.18518518518518517,0.027777777777777776
RENT,VENTURE,14.65,0.21,14,0,648.6486486486486,0.20833333333333334,0.05405405405405406
OWN,PERSONAL,8.63,0.2,12,0,1363.6363636363637,0.19666666666666666,0.25
MORTGAGE,EDUCATION,11.72,0.08,16,0,1304.3478260869565,0.08333333333333333,0.021739130434782608
RENT,EDUCATION,10.36,0.21,17,0,666.6666666666666,0.20833333333333334,0.027777777777777776
MORTGAGE,MEDICAL,9.64,0.08,13,0,1395.3488372093022,0.08,0.13953488372093023
RENT,EDUCATION,11.14,0.21,12,0,615.3846153846154,0.20833333333333334,0.23076923076923078
RENT,VENTURE,6.62,0.2,15,0,693.3333333333334,0.20032051282051283,0.08333333333333333
MORTGAGE,DEBTCONSOLIDATION,9.63,0.25,14,0,1694.3333333333333,0.2459177650993508,0.2222222222222222
MORTGAGE,PERSONAL,9.76,0.11,14,1,1374.9,0.10909884355225835,0.15
RENT,EDUCATION,10.0,0.19,11,0,600.0,0.1893939393939394,0.0
MORTGAGE,DEBTCONSOLIDATION,11.36,0.25,11,0,1487.8048780487804,0.2459016393442623,0.17073170731707318
MORTGAGE,VENTURE,16.29,0.23,17,0,1564.1025641025642,0.22950819672131148,0.07692307692307693
MORTGAGE,PERSONAL,11.36,0.14,14,0,1487.8048780487804,0.13934426229508196,0.3902439024390244
RENT,VENTURE,11.49,0.18,11,0,730.7027027027027,0.1849386003846723,0.05405405405405406
RENT,MEDICAL,14.59,0.18,16,1,726.3157894736842,0.18115942028985507,0.07894736842105263
MORTGAGE,DEBTCONSOLIDATION,11.36,0.45,14,1,1447.3684210526317,0.45454545454545453,0.10526315789473684
OWN,PERSONAL,7.51,0.24,17,0,1452.3809523809523,0.2360655737704918,0.047619047619047616
RENT,DEBTCONSOLIDATION,8.49,0.13,15,0,1550.0,0.12903225806451613,0.075
RENT,PERSONAL,9.63,0.13,11,0,1476.1904761904761,0.12903225806451613,0.047619047619047616
MORTGAGE,DEBTCONSOLIDATION,10.25,0.16,12,0,1694.4444444444443,0.16393442622950818,0.05555555555555555
RENT,DEBTCONSOLIDATION,11.12,0.13,13,0,1722.2222222222222,0.12903225806451613,0.08333333333333333
MORTGAGE,DEBTCONSOLIDATION,13.48,0.19,11,0,1355.5555555555557,0.1901639344262295,0.044444444444444446
MORTGAGE,DEBTCONSOLIDATION,13.57,0.16,15,0,1648.6486486486488,0.16393442622950818,0.16216216216216217
OWN,MEDICAL,13.22,0.33,17,0,1355.5555555555557,0.32786885245901637,0.15555555555555556
MORTGAGE,PERSONAL,8.49,0.08,17,0,1570.5128205128206,0.08489795918367347,0.0
MORTGAGE,MEDICAL,7.51,0.1,14,0,1655.6756756756756,0.10365654587006203,0.05405405405405406
RENT,DEBTCONSOLIDATION,11.83,0.12,11,0,1710.6315789473683,0.12306934957848747,0.02631578947368421
OWN,VENTURE,7.49,0.2,16,0,1617.1052631578948,0.20341741253051263,0.15789473684210525
RENT,PERSONAL,7.51,0.12,16,0,1851.3513513513512,0.11678832116788321,0.05405405405405406
RENT,PERSONAL,9.63,0.12,16,0,1912.4444444444443,0.11619800139437601,0.1388888888888889
MORTGAGE,EDUCATION,7.14,0.09,15,0,1583.7435897435898,0.08904575332707315,0.10256410256410256
RENT,VENTURE,11.71,0.15,2,0,2100.0,0.15476190476190477,0.2
MORTGAGE,DEBTCONSOLIDATION,16.29,0.13,12,1,1244.4444444444443,0.125,0.17777777777777778
OWN,PERSONAL,11.36,0.12,13,0,1224.4897959183672,0.11666666666666667,0.14285714285714285
OWN,DEBTCONSOLIDATION,11.36,0.08,16,0,1550.0,0.07741935483870968,0.125
MORTGAGE,VENTURE,12.99,0.1,13,0,1722.2222222222222,0.0967741935483871,0.0
OWN,PERSONAL,7.49,0.12,12,0,1589.7435897435898,0.11612903225806452,0.07692307692307693
RENT,VENTURE,6.54,0.11,15,0,1923.076923076923,0.10666666666666667,0.0
MORTGAGE,DEBTCONSOLIDATION,7.66,0.04,14,0,1550.0,0.041935483870967745,0.425
RENT,EDUCATION,16.89,0.11,15,1,2000.0,0.10810810810810811,0.0
MORTGAGE,HOMEIMPROVEMENT,7.88,0.08,14,0,1441.860465116279,0.08064516129032258,0.2558139534883721
MORTGAGE,HOMEIMPROVEMENT,7.88,0.24,12,0,1631.578947368421,0.24193548387096775,0.07894736842105263
MORTGAGE,EDUCATION,10.25,0.32,14,0,1441.860465116279,0.3225806451612903,0.046511627906976744
RENT,MEDICAL,14.65,0.09,14,0,2416.6666666666665,0.09195402298850575,0.19444444444444445
MORTGAGE,DEBTCONSOLIDATION,8.59,0.12,14,0,1722.2222222222222,0.12096774193548387,0.4166666666666667
RENT,DEBTCONSOLIDATION,13.11,0.09,15,0,1933.3333333333333,0.09195402298850575,0.17777777777777778
RENT,EDUCATION,10.38,0.09,12,0,2000.0,0.09090909090909091,0.18181818181818182
MORTGAGE,EDUCATION,8.0,0.08,12,0,1722.2222222222222,0.07741935483870968,0.25
RENT,MEDICAL,6.54,0.08,17,1,2265.9210526315787,0.09290981940653853,0.05263157894736842
RENT,EDUCATION,10.46,0.07,14,1,2918.9189189189187,0.07407407407407407,0.43243243243243246
RENT,MEDICAL,7.14,0.06,11,0,3507.0,0.06336533282641067,0.5
RENT,VENTURE,15.27,0.07,11,1,2974.358974358974,0.06896551724137931,0.02564102564102564
MORTGAGE,DEBTCONSOLIDATION,7.49,0.04,14,0,1733.3333333333333,0.038461538461538464,0.0
MORTGAGE,PERSONAL,16.89,0.19,14,0,1733.3333333333333,0.19230769230769232,0.16666666666666666
RENT,VENTURE,11.36,0.06,14,0,2934.782608695652,0.05925925925925926,0.15217391304347827
MORTGAGE,VENTURE,12.98,0.23,14,0,1733.3333333333333,0.22596153846153846,0.3611111111111111
RENT,DEBTCONSOLIDATION,11.36,0.05,17,0,4100.0,0.04878048780487805,0.275
MORTGAGE,VENTURE,14.61,0.16,17,0,1686.4864864864865,0.16025641025641027,0.13513513513513514
MORTGAGE,EDUCATION,19.13,0.11,12,0,1560.0,0.11217948717948718,0.175
RENT,DEBTCONSOLIDATION,12.98,0.2,13,0,833.3333333333334,0.20125,0.041666666666666664
MORTGAGE,HOMEIMPROVEMENT,8.49,0.08,15,0,1524.3902439024391,0.08,0.4146341463414634
RENT,EDUCATION,5.99,0.06,17,0,3111.1111111111113,0.05839285714285714,0.2222222222222222
MORTGAGE,DEBTCONSOLIDATION,11.14,0.27,11,1,1177.0833333333333,0.26548672566371684,0.1875
OWN,VENTURE,13.49,0.1,13,0,1649.7631578947369,0.0957075178255252,0.4473684210526316
MORTGAGE,VENTURE,11.36,0.11,11,1,1580.5555555555557,0.10896309314586995,0.4444444444444444
MORTGAGE,VENTURE,9.91,0.19,13,0,1400.0,0.19047619047619047,0.17777777777777778
RENT,DEBTCONSOLIDATION,13.92,0.25,11,0,899.4594594594595,0.25240384615384615,0.05405405405405406
RENT,MEDICAL,13.22,0.23,16,0,947.3684210526316,0.23333333333333334,0.02631578947368421
RENT,VENTURE,13.49,0.2,15,0,1135.1351351351352,0.2,0.05405405405405406
MORTGAGE,PERSONAL,11.36,0.24,15,0,1615.3846153846155,0.23809523809523808,0.0
MORTGAGE,HOMEIMPROVEMENT,9.62,0.03,16,1,1583.3333333333333,0.02631578947368421,0.3055555555555556
RENT,MEDICAL,16.32,0.23,15,1,857.1428571428571,0.23333333333333334,0.16666666666666666
RENT,PERSONAL,13.49,0.2,14,0,1119.7894736842106,0.19740552735476594,0.07894736842105263
RENT,MEDICAL,12.53,0.17,17,0,1230.7692307692307,0.175,0.07692307692307693
RENT,EDUCATION,13.57,0.19,13,1,1047.6190476190477,0.19090909090909092,0.0
MORTGAGE,MEDICAL,7.14,0.07,13,0,1750.0,0.06666666666666667,0.19444444444444445
RENT,EDUCATION,18.54,0.17,16,1,1043.4782608695652,0.175,0.021739130434782608
MORTGAGE,MEDICAL,7.49,0.1,12,0,1754.9166666666667,0.0989284074900676,0.08333333333333333
RENT,HOMEIMPROVEMENT,7.49,0.12,15,0,1891.8918918918919,0.12,0.16216216216216217
OWN,EDUCATION,11.36,0.04,12,0,1671.0526315789473,0.03779527559055118,0.07894736842105263
MORTGAGE,HOMEIMPROVEMENT,7.91,0.08,14,0,1766.638888888889,0.0817622918599349,0.2777777777777778
MORTGAGE,PERSONAL,10.38,0.05,11,0,2857.1428571428573,0.05,0.42857142857142855
MORTGAGE,MEDICAL,10.25,0.17,11,0,2926.829268292683,0.16666666666666666,0.1951219512195122
MORTGAGE,DEBTCONSOLIDATION,11.36,0.2,12,0,3157.8947368421054,0.20208333333333334,0.05263157894736842
MORTGAGE,PERSONAL,12.21,0.19,12,0,1260.734693877551,0.19425019425019424,0.02040816326530612
MORTGAGE,HOMEIMPROVEMENT,10.99,0.21,11,0,3333.3333333333335,0.20833333333333334,0.1388888888888889
OWN,MEDICAL,11.36,0.17,11,0,3000.0,0.16666666666666666,0.375
OWN,VENTURE,14.96,0.2,13,0,3157.8947368421054,0.19666666666666666,0.2894736842105263
MORTGAGE,MEDICAL,19.47,0.05,16,1,2481.0810810810813,0.054466230936819175,0.0
OWN,PERSONAL,7.51,0.32,14,0,641.025641025641,0.32,0.41025641025641024
OWN,PERSONAL,14.22,0.43,16,0,531.9148936170212,0.43,0.0425531914893617
MORTGAGE,VENTURE,10.51,0.14,15,0,3000.0,0.14166666666666666,0.05
MORTGAGE,VENTURE,13.67,0.13,16,1,2571.4285714285716,0.13333333333333333,0.3333333333333333
OWN,PERSONAL,13.3,0.08,13,0,3333.3333333333335,0.08333333333333333,0.5833333333333334
RENT,MEDICAL,12.21,0.03,16,1,1487.5,0.029878618113912233,0.027777777777777776
MORTGAGE,HOMEIMPROVEMENT,7.66,0.03,15,0,3270.162162162162,0.03305894409732553,0.3783783783783784
RENT,MEDICAL,11.11,0.13,11,0,303.0769230769231,0.12690355329949238,0.0
MORTGAGE,VENTURE,6.76,0.01,17,0,3107.6923076923076,0.011963696369636964,0.41025641025641024
OWN,MEDICAL,11.83,0.1,11,0,2837.2093023255816,0.09836065573770492,0.46511627906976744
MORTGAGE,EDUCATION,6.03,0.07,12,0,2848.8372093023254,0.0746938775510204,0.09302325581395349
MORTGAGE,PERSONAL,14.27,0.28,16,0,3324.324324324324,0.2845528455284553,0.02702702702702703
RENT,PERSONAL,15.23,0.09,13,1,414.6341463414634,0.08823529411764706,0.0
RENT,HOMEIMPROVEMENT,11.14,0.09,13,1,380.3478260869565,0.08573388203017833,0.13043478260869565
MORTGAGE,EDUCATION,6.92,0.1,14,0,3252.6315789473683,0.0970873786407767,0.42105263157894735
MORTGAGE,DEBTCONSOLIDATION,6.99,0.05,16,0,2946.0714285714284,0.051723441225199014,0.19047619047619047
MORTGAGE,HOMEIMPROVEMENT,17.99,0.24,12,0,3351.3513513513512,0.24193548387096775,0.10810810810810811
MORTGAGE,DEBTCONSOLIDATION,12.99,0.02,16,0,3444.4444444444443,0.016129032258064516,0.05555555555555555
MORTGAGE,VENTURE,11.36,0.1,16,0,3263.157894736842,0.0967741935483871,0.21052631578947367
MORTGAGE,HOMEIMPROVEMENT,13.92,0.15,16,0,3351.3513513513512,0.1532258064516129,0.10810810810810811
OWN,EDUCATION,12.99,0.19,14,0,585.3658536585366,0.1875,0.07317073170731707
MORTGAGE,MEDICAL,7.9,0.28,12,0,2976.190476190476,0.28,0.11904761904761904
MORTGAGE,HOMEIMPROVEMENT,6.03,0.1,14,0,2777.777777777778,0.096,0.0
OWN,MEDICAL,11.36,0.21,11,0,571.4285714285714,0.20833333333333334,0.23809523809523808
RENT,MEDICAL,7.29,0.07,16,0,570.0,0.06578947368421052,0.0
MORTGAGE,DEBTCONSOLIDATION,6.62,0.04,11,0,3205.128205128205,0.036,0.3333333333333333
MORTGAGE,VENTURE,6.03,0.12,16,0,3048.7804878048782,0.1198,0.0
MORTGAGE,MEDICAL,11.36,0.12,16,0,3472.222222222222,0.116,0.3888888888888889
RENT,DEBTCONSOLIDATION,14.22,0.06,13,1,644.6153846153846,0.059665871121718374,0.20512820512820512
MORTGAGE,PERSONAL,7.49,0.08,13,0,3125.0,0.0816,0.075
RENT,PERSONAL,14.26,0.28,12,0,1350.0,0.2777777777777778,0.1
MORTGAGE,HOMEIMPROVEMENT,7.88,0.07,13,0,2906.9767441860463,0.0704,0.0
MORTGAGE,DEBTCONSOLIDATION,13.11,0.16,13,0,3048.7804878048782,0.16,0.17073170731707318
MORTGAGE,PERSONAL,11.36,0.08,12,0,2777.777777777778,0.08,0.3111111111111111
RENT,HOMEIMPROVEMENT,13.47,0.27,15,0,1120.0,0.26785714285714285,0.04
MORTGAGE,EDUCATION,15.31,0.21,15,1,2690.4761904761904,0.21238938053097345,0.2619047619047619
MORTGAGE,HOMEIMPROVEMENT,9.32,0.06,15,0,3378.3783783783783,0.064,0.02702702702702703
RENT,MEDICAL,13.43,0.26,12,0,1357.142857142857,0.2631578947368421,0.09523809523809523
RENT,EDUCATION,18.62,0.29,17,1,1300.0,0.28846153846153844,0.05
MORTGAGE,VENTURE,10.65,0.05,12,0,2800.0,0.047619047619047616,0.1111111111111111
RENT,HOMEIMPROVEMENT,13.48,0.26,15,0,1318.1818181818182,0.25862068965517243,0.045454545454545456
MORTGAGE,MEDICAL,9.99,0.11,14,0,3230.769230769231,0.1111111111111111,0.07692307692307693
MORTGAGE,EDUCATION,11.36,0.02,14,0,3315.7894736842104,0.01904761904761905,0.07894736842105263
OWN,HOMEIMPROVEMENT,7.74,0.13,11,0,615.3846153846154,0.125,0.0
MORTGAGE,HOMEIMPROVEMENT,11.11,0.09,11,1,2875.0,0.08695652173913043,0.4
RENT,DEBTCONSOLIDATION,12.42,0.25,15,0,1621.6216216216217,0.25,0.0
MORTGAGE,MEDICAL,15.31,0.07,14,1,2293.0232558139537,0.07860040567951318,0.0
MORTGAGE,MEDICAL,14.22,0.21,14,1,2347.690476190476,0.24593572203685488,0.4523809523809524
RENT,MEDICAL,13.49,0.25,17,0,1304.3478260869565,0.25,0.21739130434782608
MORTGAGE,HOMEIMPROVEMENT,9.91,0.23,14,0,3421.0526315789475,0.23076923076923078,0.02631578947368421
RENT,VENTURE,16.32,0.25,13,0,1304.3478260869565,0.25,0.1956521739130435
RENT,VENTURE,11.36,0.25,16,0,1666.6666666666667,0.25,0.05555555555555555
RENT,HOMEIMPROVEMENT,13.57,0.25,12,0,1666.6666666666667,0.25,0.0
MORTGAGE,EDUCATION,13.99,0.08,12,1,2622.222222222222,0.08135593220338982,0.24444444444444444
MORTGAGE,DEBTCONSOLIDATION,10.74,0.08,11,0,3421.0526315789475,0.08461538461538462,0.21052631578947367
MORTGAGE,PERSONAL,11.36,0.09,14,0,3611.1111111111113,0.09230769230769231,0.25
MORTGAGE,MEDICAL,14.83,0.21,16,1,2507.5,0.24925224327018944,0.05
MORTGAGE,DEBTCONSOLIDATION,6.17,0.19,16,0,3250.0,0.18653846153846154,0.0
OWN,HOMEIMPROVEMENT,16.07,0.19,14,0,3333.3333333333335,0.19230769230769232,0.3333333333333333
OWN,EDUCATION,6.03,0.31,15,0,616.2162162162163,0.30701754385964913,0.4864864864864865
RENT,MEDICAL,10.59,0.23,17,0,1805.5555555555557,0.23076923076923078,0.19444444444444445
MORTGAGE,DEBTCONSOLIDATION,13.49,0.06,17,0,3219.512195121951,0.06060606060606061,0.07317073170731707
MORTGAGE,HOMEIMPROVEMENT,7.29,0.06,15,0,3300.0,0.056818181818181816,0.175
RENT,MEDICAL,13.72,0.23,11,0,1805.5555555555557,0.23076923076923078,0.19444444444444445
MORTGAGE,VENTURE,10.25,0.19,17,0,3435.897435897436,0.1865671641791045,0.0
RENT,PERSONAL,11.36,0.25,15,1,1428.5714285714287,0.25,0.023809523809523808
MORTGAGE,DEBTCONSOLIDATION,14.91,0.02,14,1,3416.6666666666665,0.02032520325203252,0.027777777777777776
MORTGAGE,MEDICAL,9.25,0.15,13,0,3292.682926829268,0.14814814814814814,0.04878048780487805
RENT,EDUCATION,13.47,0.22,12,0,1658.5365853658536,0.22058823529411764,0.0
RENT,EDUCATION,11.71,0.24,13,1,1748.9444444444443,0.23823893777198946,0.05555555555555555
MORTGAGE,HOMEIMPROVEMENT,9.99,0.15,16,0,3400.0,0.15441176470588236,0.125
MORTGAGE,VENTURE,14.72,0.04,15,0,3777.777777777778,0.03529411764705882,0.0
MORTGAGE,EDUCATION,6.62,0.06,15,0,3242.214285714286,0.058748797485551466,0.047619047619047616
MORTGAGE,MEDICAL,7.9,0.17,13,0,2740.0,0.1678832116788321,0.04
MORTGAGE,EDUCATION,15.62,0.03,12,0,3729.7297297297296,0.028985507246376812,0.5135135135135135
MORTGAGE,HOMEIMPROVEMENT,6.99,0.07,14,0,3209.3023255813955,0.07173913043478261,0.09302325581395349
MORTGAGE,VENTURE,13.98,0.07,12,0,3833.3333333333335,0.07246376811594203,0.0
RENT,MEDICAL,8.88,0.21,15,0,1868.421052631579,0.2112676056338028,0.3684210526315789
OWN,HOMEIMPROVEMENT,7.51,0.06,12,0,3097.3333333333335,0.06457167455876023,0.08888888888888889
MORTGAGE,HOMEIMPROVEMENT,6.62,0.05,15,0,3111.1111111111113,0.05357142857142857,0.2
MORTGAGE,HOMEIMPROVEMENT,15.62,0.07,11,0,3684.2105263157896,0.07142857142857142,0.34210526315789475
MORTGAGE,EDUCATION,9.99,0.13,11,0,2916.6666666666665,0.12857142857142856,0.08333333333333333
MORTGAGE,PERSONAL,6.99,0.06,11,0,3888.8888888888887,0.05714285714285714,0.5833333333333334
RENT,PERSONAL,12.68,0.21,12,0,1918.421052631579,0.205761316872428,0.07894736842105263
MORTGAGE,HOMEIMPROVEMENT,7.29,0.05,17,0,3111.1111111111113,0.05,0.4
MORTGAGE,MEDICAL,17.88,0.12,16,1,2653.6585365853657,0.13786764705882354,0.04878048780487805
MORTGAGE,VENTURE,13.8,0.18,12,0,3414.6341463414633,0.17857142857142858,0.07317073170731707
RENT,PERSONAL,11.71,0.2,11,0,2000.0,0.20270270270270271,0.1891891891891892
MORTGAGE,HOMEIMPROVEMENT,9.99,0.18,12,0,3684.2105263157896,0.17857142857142858,0.0
MORTGAGE,PERSONAL,14.09,0.07,16,0,3684.2105263157896,0.07142857142857142,0.02631578947368421
MORTGAGE,HOMEIMPROVEMENT,7.51,0.1,12,0,3783.7837837837837,0.1,0.40540540540540543
RENT,HOMEIMPROVEMENT,14.5,0.2,15,0,2021.1891891891892,0.20057766367137356,0.21621621621621623
RENT,DEBTCONSOLIDATION,11.36,0.22,17,1,1380.0,0.21739130434782608,0.16
RENT,EDUCATION,7.29,0.2,11,0,1875.0,0.2,0.15
MORTGAGE,HOMEIMPROVEMENT,13.11,0.16,15,1,3282.051282051282,0.15625,0.3076923076923077
RENT,PERSONAL,14.42,0.22,12,1,1769.2307692307693,0.21739130434782608,0.0
OWN,HOMEIMPROVEMENT,13.49,0.23,14,1,533.3333333333334,0.234375,0.0
MORTGAGE,MEDICAL,11.36,0.07,11,1,3170.2702702702704,0.08525149190110827,0.32432432432432434
MORTGAGE,HOMEIMPROVEMENT,11.14,0.14,12,1,3538.4615384615386,0.14492753623188406,0.07692307692307693
MORTGAGE,DEBTCONSOLIDATION,14.96,0.18,13,1,3439.0243902439024,0.1773049645390071,0.2926829268292683
RENT,DEBTCONSOLIDATION,19.13,0.31,11,1,1256.4102564102564,0.3096938775510204,0.0
RENT,EDUCATION,14.26,0.41,16,1,880.952380952381,0.41081081081081083,0.0
RENT,VENTURE,12.53,0.42,16,1,902.5,0.4224376731301939,0.225
MORTGAGE,PERSONAL,10.99,0.08,14,1,3922.2702702702704,0.07838124638240401,0.5675675675675675
RENT,PERSONAL,11.36,0.37,14,1,1166.6666666666667,0.37142857142857144,0.19444444444444445
RENT,VENTURE,10.99,0.35,12,1,1022.7272727272727,0.35055555555555556,0.0
MORTGAGE,EDUCATION,20.53,0.16,14,1,3642.8571428571427,0.16339869281045752,0.16666666666666666
MORTGAGE,VENTURE,7.51,0.15,13,0,4722.222222222223,0.14705882352941177,0.3611111111111111
MORTGAGE,MEDICAL,11.11,0.12,11,0,4146.341463414634,0.11764705882352941,0.2682926829268293
RENT,EDUCATION,10.99,0.2,16,0,1782.608695652174,0.1951219512195122,0.043478260869565216
RENT,VENTURE,10.95,0.18,15,0,2163.7073170731705,0.18035891423933628,0.04878048780487805
MORTGAGE,PERSONAL,12.99,0.04,13,0,4166.666666666667,0.04,0.2857142857142857
MORTGAGE,HOMEIMPROVEMENT,7.66,0.09,17,0,3977.2727272727275,0.08571428571428572,0.20454545454545456
MORTGAGE,MEDICAL,14.96,0.14,12,1,3379.268292682927,0.16600505232767954,0.1951219512195122
MORTGAGE,VENTURE,11.26,0.06,17,0,4605.263157894737,0.05714285714285714,0.5526315789473685
MORTGAGE,MEDICAL,16.49,0.21,15,1,3199.7045454545455,0.24860249881025948,0.06818181818181818
OWN,VENTURE,10.99,0.05,17,0,3787.2340425531916,0.05056179775280899,0.6595744680851063
MORTGAGE,VENTURE,9.91,0.1,11,0,3913.0434782608695,0.1,0.6739130434782609
OWN,MEDICAL,5.99,0.08,11,0,4390.243902439024,0.07777777777777778,0.3170731707317073
MORTGAGE,DEBTCONSOLIDATION,13.85,0.11,17,0,4891.891891891892,0.11049723756906077,0.2972972972972973
MORTGAGE,HOMEIMPROVEMENT,16.07,0.14,12,0,4550.1,0.13735961846992373,0.175
RENT,HOMEIMPROVEMENT,11.36,0.16,11,0,2631.5789473684213,0.16,0.05263157894736842
MORTGAGE,VENTURE,20.62,0.05,14,0,3854.1666666666665,0.05405405405405406,0.041666666666666664
MORTGAGE,VENTURE,10.0,0.03,15,0,5138.888888888889,0.032432432432432434,0.5555555555555556
MORTGAGE,VENTURE,10.0,0.02,11,0,5000.0,0.021621621621621623,0.40540540540540543
MORTGAGE,HOMEIMPROVEMENT,8.9,0.07,16,0,3978.723404255319,0.0748663101604278,0.10638297872340426
MORTGAGE,DEBTCONSOLIDATION,7.9,0.05,17,0,4675.0,0.053475935828877004,0.0
RENT,EDUCATION,13.11,0.15,13,0,2945.837837837838,0.1467943777753312,0.40540540540540543
RENT,DEBTCONSOLIDATION,16.4,0.16,15,1,2578.9473684210525,0.16326530612244897,0.10526315789473684
MORTGAGE,EDUCATION,12.73,0.05,12,0,4534.883720930233,0.05128205128205128,0.09302325581395349
MORTGAGE,VENTURE,7.51,0.1,11,0,4545.454545454545,0.1,0.0
OWN,HOMEIMPROVEMENT,7.14,0.56,12,1,360.0,0.5555555555555556,0.25
RENT,HOMEIMPROVEMENT,13.06,0.13,16,0,3333.3333333333335,0.13333333333333333,0.05555555555555555
MORTGAGE,EDUCATION,13.8,0.05,16,0,5405.405405405405,0.05,0.08108108108108109
MORTGAGE,EDUCATION,7.68,0.01,15,0,5263.1578947368425,0.015,0.0
MORTGAGE,EDUCATION,13.06,0.05,13,0,4340.425531914893,0.049019607843137254,0.1276595744680851
MORTGAGE,EDUCATION,10.39,0.09,14,0,5540.540540540541,0.08780487804878048,0.08108108108108109
MORTGAGE,MEDICAL,15.62,0.05,11,1,4774.166666666667,0.054692500145458775,0.1111111111111111
RENT,MEDICAL,9.63,0.05,15,0,7142.857142857143,0.05333333333333334,0.6190476190476191
MORTGAGE,EDUCATION,11.86,0.11,15,0,5333.333333333333,0.11160714285714286,0.38095238095238093
RENT,MEDICAL,11.36,0.27,11,0,1627.8139534883721,0.27430138865078,0.4186046511627907
MORTGAGE,EDUCATION,7.9,0.11,13,0,6250.0,0.112,0.2
MORTGAGE,VENTURE,15.23,0.02,13,0,6410.25641025641,0.016,0.5384615384615384
MORTGAGE,EDUCATION,14.79,0.14,16,0,6756.756756756757,0.136,0.05405405405405406
RENT,HOMEIMPROVEMENT,12.87,0.26,12,1,2000.0,0.2594594594594595,0.24324324324324326
MORTGAGE,DEBTCONSOLIDATION,15.95,0.11,17,1,6611.111111111111,0.10504201680672269,0.05555555555555555
RENT,PERSONAL,11.36,0.22,12,0,1977.7777777777778,0.2157303370786517,0.1111111111111111
MORTGAGE,MEDICAL,10.99,0.09,13,0,6875.1,0.0890896132419892,0.05
MORTGAGE,PERSONAL,15.65,0.09,16,0,8055.555555555556,0.08620689655172414,0.16666666666666666
MORTGAGE,MEDICAL,18.39,0.12,14,1,6616.216216216216,0.14297385620915032,0.5405405405405406
MORTGAGE,VENTURE,14.17,0.05,14,0,7500.0,0.05333333333333334,0.075
RENT,EDUCATION,14.5,0.57,11,1,840.0,0.5736607142857143,0.2
MORTGAGE,DEBTCONSOLIDATION,11.36,0.07,16,0,8236.842105263158,0.06900958466453674,0.0
MORTGAGE,PERSONAL,11.36,0.06,13,0,7542.857142857143,0.061237373737373736,0.07142857142857142
MORTGAGE,MEDICAL,10.62,0.08,16,1,7272.222222222223,0.09167303284950344,0.4444444444444444
MORTGAGE,DEBTCONSOLIDATION,15.65,0.05,11,1,7958.974358974359,0.04832474226804124,0.3333333333333333
MORTGAGE,PERSONAL,14.96,0.06,14,0,8333.333333333334,0.055384615384615386,0.358974358974359
MORTGAGE,EDUCATION,9.99,0.07,14,0,8571.42857142857,0.06944444444444445,0.2619047619047619
RENT,DEBTCONSOLIDATION,11.99,0.36,17,1,1200.0,0.3597222222222222,0.022222222222222223
MORTGAGE,MEDICAL,13.49,0.09,14,0,9303.658536585366,0.09175514484205007,0.24390243902439024
MORTGAGE,EDUCATION,15.31,0.01,11,0,10829.268292682927,0.00563063063063063,0.0975609756097561
MORTGAGE,VENTURE,11.12,0.03,12,0,13750.0,0.03272727272727273,0.1
MORTGAGE,MEDICAL,10.75,0.01,14,0,13750.0,0.014545454545454545,0.125
OWN,HOMEIMPROVEMENT,10.25,0.03,14,0,16216.216216216217,0.02666666666666667,0.2972972972972973
OWN,MEDICAL,18.43,0.04,11,1,11900.0,0.04801920768307323,0.09523809523809523
OTHER,EDUCATION,14.74,0.04,11,0,14285.714285714286,0.041666666666666664,0.047619047619047616
MORTGAGE,HOMEIMPROVEMENT,8.94,0.0,11,0,18139.53488372093,0.001282051282051282,0.046511627906976744
RENT,VENTURE,13.92,0.53,16,1,985.2631578947369,0.5275106837606838,0.3684210526315789
MORTGAGE,DEBTCONSOLIDATION,11.36,0.02,17,0,21621.62162162162,0.01875,0.2702702702702703
MORTGAGE,HOMEIMPROVEMENT,11.36,0.01,16,0,23000.0,0.005072463768115942,0.08333333333333333
RENT,HOMEIMPROVEMENT,10.65,0.51,14,1,928.5714285714286,0.5064102564102564,0.09523809523809523
MORTGAGE,PERSONAL,12.87,0.03,13,0,24324.324324324323,0.027777777777777776,0.13513513513513514
MORTGAGE,VENTURE,11.49,0.34,15,1,266.6666666666667,0.3385416666666667,0.027777777777777776
RENT,MEDICAL,13.35,0.44,14,1,1250.0,0.4388888888888889,0.0
OWN,DEBTCONSOLIDATION,11.36,0.29,17,1,215.7,0.2897542883634678,0.0
RENT,MEDICAL,14.42,0.2,11,1,175.82608695652175,0.19782393669634027,0.32608695652173914
RENT,VENTURE,11.14,0.14,13,0,194.59459459459458,0.1388888888888889,0.0
OWN,VENTURE,6.03,0.22,11,1,162.16216216216216,0.21666666666666667,0.08108108108108109
